id,edad,educacion,tipo_empleo,ingreso_mensual_mxn,gasto_fijo_mxn,gasto_variable_mxn,ahorro_mensual_mxn,porcentaje_ahorro,deuda_total_mxn,uso_tarjeta_credito_pct,score_financiero,fecha_generacion,ingreso_mensual_bracket
user_730,34,Posgrado,Freelance/Independiente,7747.97,2475.67,710.84,4264.21,55.04,21201.67,46.5,81.29,2025-11-26,<8k
user_731,44,Licenciatura,Desempleado,15322.72,5154.56,1970.56,8436.67,55.06,8796.57,55.59,71.32,2025-11-26,15k-30k
user_732,69,Licenciatura,Empleado formal,6735.44,2406.21,1515.94,2524.68,37.48,0.0,19.46,77.25,2025-11-26,<8k
user_733,39,Posgrado,Empleado formal,17779.07,7899.18,6118.76,3837.39,21.58,0.0,43.84,60.19,2025-11-26,15k-30k
user_734,62,Secundaria,Empleado formal,4056.97,1849.16,1198.64,233.4,5.75,5306.74,15.49,34.83,2025-11-26,<8k
user_735,55,Secundaria,Empleado formal,27457.89,10963.25,8955.78,8646.02,31.49,0.0,0.0,73.99,2025-11-26,15k-30k
user_736,52,Preparatoria,Freelance/Independiente,18598.17,8655.54,3214.54,6054.24,32.55,3367.51,69.95,65.67,2025-11-26,15k-30k
user_737,63,Preparatoria,Desempleado,15982.04,4451.82,3062.62,8306.72,51.98,0.0,0.0,82.65,2025-11-26,15k-30k
user_738,24,Preparatoria,Empleado formal,26579.19,7461.47,4991.27,14110.21,53.09,3046.48,43.22,58.84,2025-11-26,15k-30k
user_739,20,Licenciatura,Empleado formal,42865.91,13294.45,5021.98,25505.82,59.5,0.0,49.99,70.11,2025-11-26,30k-60k
user_740,23,Secundaria,Desempleado,27175.17,11721.39,1941.01,12850.35,47.29,1914.75,49.8,64.54,2025-11-26,15k-30k
user_741,30,Preparatoria,Empleado formal,3682.65,1196.49,945.78,2532.23,68.76,0.0,31.51,75.34,2025-11-26,<8k
user_742,63,Preparatoria,Empleado formal,5455.04,1904.62,2161.43,1767.58,32.4,17259.58,48.14,73.52,2025-11-26,<8k
user_743,32,Licenciatura,Desempleado,8626.78,3365.39,935.06,4534.88,52.57,3556.08,54.13,70.78,2025-11-26,8k-15k
user_744,43,Posgrado,Desempleado,13605.97,7267.67,902.62,4943.36,36.33,11666.43,62.05,61.69,2025-11-26,8k-15k
user_745,65,Preparatoria,Empleado formal,19194.16,4891.67,6196.57,8391.49,43.72,998.71,92.0,66.52,2025-11-26,15k-30k
user_746,50,Preparatoria,Empleado formal,8038.35,3836.56,1112.55,2727.5,33.93,2330.06,47.03,66.24,2025-11-26,8k-15k
user_747,32,Preparatoria,Empleado formal,15225.65,7370.84,5182.44,3305.7,21.71,17700.02,41.92,33.3,2025-11-26,15k-30k
user_748,56,Licenciatura,Empleado formal,7873.3,4169.14,2333.47,885.16,11.24,1323.97,12.8,49.81,2025-11-26,<8k
user_749,58,Secundaria,Empleado formal,8707.48,5019.54,3317.43,313.93,3.61,2486.03,53.08,36.6,2025-11-26,8k-15k
user_750,64,Posgrado,Empleado formal,4990.73,1282.86,963.83,2466.4,49.42,4056.28,60.02,71.49,2025-11-26,<8k
user_751,31,Preparatoria,Freelance/Independiente,7000.5,2126.92,1971.97,2407.85,34.4,0.0,34.23,61.75,2025-11-26,<8k
user_752,36,Preparatoria,Freelance/Independiente,5186.53,2905.29,1103.17,1548.73,29.86,1814.25,56.34,59.4,2025-11-26,<8k
user_753,45,Posgrado,Freelance/Independiente,6747.24,2769.62,1826.52,2418.83,35.85,3412.38,31.22,50.24,2025-11-26,<8k
user_754,41,Posgrado,Empleado formal,27932.59,12502.82,5792.09,10242.19,36.67,3152.71,60.13,60.15,2025-11-26,15k-30k
user_755,67,Licenciatura,Empleado formal,6873.45,3313.41,797.47,1872.63,27.24,13855.29,67.38,64.65,2025-11-26,<8k
user_756,58,Secundaria,Freelance/Independiente,84344.72,41132.67,19210.7,24533.44,29.09,18953.59,66.96,67.71,2025-11-26,>60k
user_757,50,Licenciatura,Freelance/Independiente,18869.88,10871.11,4434.51,4816.98,25.53,1067.1,43.54,63.44,2025-11-26,15k-30k
user_758,29,Preparatoria,Freelance/Independiente,15205.09,9106.82,5074.11,798.34,5.25,3406.78,8.8,42.39,2025-11-26,15k-30k
user_759,27,Preparatoria,Pensionado,7325.74,3677.93,2252.17,2343.21,31.99,6694.88,21.64,72.63,2025-11-26,<8k
user_760,24,Secundaria,Desempleado,21812.03,7645.71,6158.13,7876.61,36.11,18391.0,57.85,67.32,2025-11-26,15k-30k
user_761,63,Preparatoria,Empleado formal,8928.94,4981.57,800.8,2460.37,27.56,7059.92,113.46,51.6,2025-11-26,8k-15k
user_762,18,Licenciatura,Empleado formal,14550.88,3888.39,4397.5,6112.17,42.01,4226.36,29.78,53.85,2025-11-26,8k-15k
user_763,32,Preparatoria,Empleado formal,80182.39,26530.61,18049.6,36126.28,45.06,6633.26,53.68,73.84,2025-11-26,>60k
user_764,18,Posgrado,Freelance/Independiente,12490.93,7045.95,4533.39,492.5,3.94,6691.03,23.32,45.48,2025-11-26,8k-15k
user_765,62,Secundaria,Empleado formal,29866.46,10144.65,11108.97,8312.67,27.83,979.21,10.78,65.26,2025-11-26,15k-30k
user_766,37,Secundaria,Freelance/Independiente,8166.34,2672.25,565.97,5224.89,63.98,0.0,19.71,80.5,2025-11-26,8k-15k
user_767,19,Licenciatura,Empleado formal,13036.5,3889.36,4396.23,4752.44,36.45,17171.27,0.0,78.97,2025-11-26,8k-15k
user_768,20,Licenciatura,Freelance/Independiente,46145.76,25411.97,2916.14,18109.96,39.25,2324.29,80.6,60.69,2025-11-26,30k-60k
user_769,53,Posgrado,Empleado formal,8613.82,3661.05,1537.65,3534.03,41.03,0.0,0.0,70.41,2025-11-26,8k-15k
user_770,33,Licenciatura,Empleado formal,47510.88,23100.39,11393.35,13256.95,27.9,0.0,32.09,71.79,2025-11-26,30k-60k
user_771,46,Secundaria,Desempleado,21925.95,7316.1,2232.84,12160.86,55.46,185.56,4.66,72.66,2025-11-26,15k-30k
user_772,61,Posgrado,Empleado formal,9011.65,4643.83,2804.51,1679.18,18.63,3055.53,13.47,63.66,2025-11-26,8k-15k
user_773,53,Posgrado,Empleado formal,20799.52,10732.59,1100.8,8502.44,40.88,4281.89,81.3,60.92,2025-11-26,15k-30k
user_774,61,Secundaria,Empleado formal,26391.26,9485.26,2876.9,14673.32,55.6,1611.64,46.03,66.18,2025-11-26,15k-30k
user_775,56,Licenciatura,Desempleado,20645.8,8129.06,5229.15,6970.45,33.76,745.78,11.04,65.78,2025-11-26,15k-30k
user_776,69,Licenciatura,Freelance/Independiente,4450.82,1439.36,1335.4,2240.48,50.34,1036.16,22.31,77.78,2025-11-26,<8k
user_777,20,Preparatoria,Desempleado,8030.52,4752.43,2977.92,183.37,2.28,0.0,17.04,58.91,2025-11-26,8k-15k
user_778,54,Posgrado,Desempleado,11234.41,5347.14,3335.76,2652.51,23.61,31793.9,38.69,68.2,2025-11-26,8k-15k
user_779,61,Secundaria,Freelance/Independiente,12681.46,7318.35,3615.77,1499.86,11.83,0.0,45.19,49.33,2025-11-26,8k-15k
user_780,29,Licenciatura,Empleado formal,20629.36,7347.87,3878.72,8894.77,43.12,593.94,96.87,54.96,2025-11-26,15k-30k
user_781,37,Preparatoria,Empleado formal,15129.33,7922.65,763.27,5571.03,36.82,8312.81,0.0,66.17,2025-11-26,15k-30k
user_782,40,Preparatoria,Empleado formal,5246.2,2717.8,482.94,1517.8,28.93,1345.08,38.96,52.29,2025-11-26,<8k
user_783,39,Licenciatura,Empleado formal,17433.32,8578.58,4133.34,4559.45,26.15,1482.2,30.53,58.5,2025-11-26,15k-30k
user_784,49,Preparatoria,Freelance/Independiente,20484.22,12044.18,5864.54,2681.44,13.09,0.0,68.4,47.31,2025-11-26,15k-30k
user_785,24,Preparatoria,Empleado formal,19768.66,7665.19,3876.77,8731.89,44.17,6955.45,50.64,72.11,2025-11-26,15k-30k
user_786,39,Posgrado,Empleado formal,28468.3,8419.53,8703.83,11122.06,39.07,0.0,57.71,48.32,2025-11-26,15k-30k
user_787,61,Licenciatura,Empleado formal,23950.52,11618.35,5572.13,6319.06,26.38,0.0,50.35,53.02,2025-11-26,15k-30k
user_788,19,Licenciatura,Empleado formal,18424.31,9309.04,1399.54,6994.37,37.96,2704.62,12.04,62.69,2025-11-26,15k-30k
user_789,31,Preparatoria,Freelance/Independiente,12719.4,5739.9,1490.79,5728.74,45.04,0.0,76.34,73.2,2025-11-26,8k-15k
user_790,33,Preparatoria,Empleado formal,4176.91,1346.58,1436.85,2085.08,49.92,5893.43,63.96,60.74,2025-11-26,<8k
user_791,41,Licenciatura,Freelance/Independiente,18046.96,7698.1,5481.21,5500.82,30.48,12227.84,67.47,60.07,2025-11-26,15k-30k
user_792,24,Licenciatura,Empleado formal,15450.26,5550.76,5611.02,4643.45,30.05,0.0,77.92,56.34,2025-11-26,15k-30k
user_793,21,Preparatoria,Pensionado,16156.94,6456.53,1472.62,8547.06,52.9,0.0,52.53,78.5,2025-11-26,15k-30k
user_794,69,Licenciatura,Empleado formal,5465.86,2600.8,2167.64,1546.23,28.29,827.47,84.43,59.87,2025-11-26,<8k
user_795,54,Secundaria,Empleado formal,6268.3,3202.01,772.83,2459.5,39.24,2804.19,51.33,65.33,2025-11-26,<8k
user_796,63,Secundaria,Freelance/Independiente,27923.03,9250.3,1511.28,17484.51,62.62,2272.4,33.43,74.08,2025-11-26,15k-30k
user_797,58,Preparatoria,Empleado formal,12994.89,5092.23,5186.23,2556.04,19.67,2818.33,39.8,42.88,2025-11-26,8k-15k
user_798,22,Preparatoria,Empleado formal,21526.73,7409.64,3194.05,10242.02,47.58,1141.74,39.28,71.59,2025-11-26,15k-30k
user_799,19,Secundaria,Empleado formal,13627.2,4354.18,3867.49,5063.61,37.16,500.32,24.42,69.85,2025-11-26,8k-15k
user_800,22,Licenciatura,Empleado formal,13640.92,7150.37,1525.58,4960.39,36.36,0.0,88.96,48.26,2025-11-26,8k-15k
user_801,20,Preparatoria,Desempleado,25765.68,14641.05,6520.78,4634.24,17.99,2546.78,48.89,45.47,2025-11-26,15k-30k
user_802,59,Licenciatura,Empleado formal,9309.3,3533.64,3411.04,3327.76,35.75,1777.21,42.84,65.35,2025-11-26,8k-15k
user_803,25,Licenciatura,Freelance/Independiente,14289.56,7329.8,2315.81,4684.59,32.78,1324.61,51.65,63.6,2025-11-26,8k-15k
user_804,43,Licenciatura,Empleado formal,9666.36,5451.33,2750.94,2053.51,21.24,14574.93,129.4,40.72,2025-11-26,8k-15k
user_805,27,Preparatoria,Empleado formal,9856.17,5382.88,1141.01,3114.74,31.6,1062.81,6.05,61.17,2025-11-26,8k-15k
user_806,51,Preparatoria,Empleado formal,10759.88,3378.44,2890.95,4334.65,40.29,0.0,14.65,55.82,2025-11-26,8k-15k
user_807,63,Licenciatura,Desempleado,15607.29,9125.62,2618.24,3198.93,20.5,20923.17,0.0,69.86,2025-11-26,15k-30k
user_808,53,Preparatoria,Empleado formal,9555.54,3648.66,1184.15,4351.57,45.54,286.84,33.02,60.37,2025-11-26,8k-15k
user_809,29,Licenciatura,Pensionado,32177.71,11865.02,5136.0,15440.18,47.98,3330.43,47.37,73.05,2025-11-26,30k-60k
user_810,37,Preparatoria,Empleado formal,7142.19,1941.61,804.17,4400.19,61.61,0.0,26.04,77.96,2025-11-26,<8k
user_811,46,Preparatoria,Freelance/Independiente,11721.61,4924.96,4286.25,2981.87,25.44,90.54,23.81,69.37,2025-11-26,8k-15k
user_812,31,Licenciatura,Desempleado,9820.12,2829.71,1856.15,5224.89,53.21,526.59,44.27,66.63,2025-11-26,8k-15k
user_813,65,Posgrado,Empleado formal,36786.44,12396.62,4997.36,19216.23,52.24,7554.69,24.94,74.05,2025-11-26,30k-60k
user_814,22,Secundaria,Freelance/Independiente,15330.33,5533.17,3172.5,7698.81,50.22,0.0,49.31,58.29,2025-11-26,15k-30k
user_815,65,Secundaria,Empleado formal,27509.62,14665.08,4461.72,8335.87,30.3,8806.22,73.43,44.23,2025-11-26,15k-30k
user_816,44,Licenciatura,Empleado formal,4722.57,2627.74,1466.58,1209.75,25.62,0.0,60.31,60.95,2025-11-26,<8k
user_817,21,Secundaria,Empleado formal,16105.81,5731.47,6280.09,3893.65,24.18,2905.62,66.43,42.95,2025-11-26,15k-30k
user_818,46,Secundaria,Freelance/Independiente,24902.95,13710.18,5063.06,6484.51,26.04,22453.36,72.58,54.15,2025-11-26,15k-30k
user_819,20,Preparatoria,Empleado formal,14151.82,7783.94,4972.41,1859.48,13.14,0.0,48.48,58.8,2025-11-26,8k-15k
user_820,50,Preparatoria,Empleado formal,28165.03,14579.0,6986.39,6703.89,23.8,1474.08,35.24,63.6,2025-11-26,15k-30k
user_821,47,Licenciatura,Pensionado,9301.19,2802.85,976.93,4344.17,46.71,270.43,16.83,67.02,2025-11-26,8k-15k
user_822,53,Preparatoria,Empleado formal,35830.09,17614.54,10452.28,7772.4,21.69,240.37,28.26,46.9,2025-11-26,30k-60k
user_823,26,Posgrado,Empleado formal,66784.66,38785.75,15340.57,13273.57,19.88,14563.26,24.29,61.07,2025-11-26,>60k
user_824,18,Licenciatura,Pensionado,10363.17,5066.44,2877.98,2682.49,25.88,2817.29,61.95,66.14,2025-11-26,8k-15k
user_825,65,Posgrado,Empleado formal,9780.52,3580.31,3534.59,2888.54,29.53,3714.09,50.4,55.08,2025-11-26,8k-15k
user_826,40,Preparatoria,Empleado formal,36951.78,15712.0,7543.78,12834.87,34.73,347.66,60.9,55.65,2025-11-26,30k-60k
user_827,20,Secundaria,Freelance/Independiente,40364.28,19213.55,14749.6,6040.9,14.97,1207.34,5.19,53.29,2025-11-26,30k-60k
user_828,49,Posgrado,Empleado formal,9264.99,3971.9,2897.48,2601.29,28.08,2091.05,82.95,59.74,2025-11-26,8k-15k
user_829,41,Secundaria,Empleado formal,9955.39,2906.81,2200.26,5053.51,50.76,0.0,27.19,81.26,2025-11-26,8k-15k
user_830,23,Licenciatura,Empleado formal,10968.15,3940.01,2864.09,4771.38,43.5,1847.69,7.0,62.37,2025-11-26,8k-15k
user_831,30,Secundaria,Freelance/Independiente,5212.86,2767.19,854.67,1518.57,29.13,858.52,26.82,51.39,2025-11-26,<8k
user_832,66,Licenciatura,Empleado formal,7022.99,3873.15,2768.88,583.87,8.31,1162.72,114.51,59.08,2025-11-26,<8k
user_833,32,Posgrado,Empleado formal,6615.04,1971.65,1875.85,2775.73,41.96,12708.01,28.37,66.86,2025-11-26,<8k
user_834,47,Preparatoria,Empleado formal,7805.17,4553.03,510.04,2248.63,28.81,3998.77,30.25,63.14,2025-11-26,<8k
user_835,29,Preparatoria,Empleado formal,13039.27,4760.48,2142.58,5008.31,38.41,6214.17,34.24,60.93,2025-11-26,8k-15k
user_836,57,Preparatoria,Freelance/Independiente,15739.84,7583.61,4220.8,4150.93,26.37,1013.69,35.54,63.06,2025-11-26,15k-30k
user_837,65,Preparatoria,Empleado formal,39551.16,20295.23,2757.37,16585.53,41.93,86.09,16.56,76.03,2025-11-26,30k-60k
user_838,52,Secundaria,Freelance/Independiente,6641.89,3547.97,387.62,2397.21,36.09,0.0,44.3,65.71,2025-11-26,<8k
user_839,45,Licenciatura,Empleado formal,26609.56,15460.48,5521.71,4817.78,18.11,1053.76,72.27,64.01,2025-11-26,15k-30k
user_840,21,Preparatoria,Empleado formal,11501.21,4134.94,1914.28,5766.86,50.14,4531.53,49.43,67.83,2025-11-26,8k-15k
user_841,24,Preparatoria,Empleado formal,12905.07,7103.95,2624.95,3043.21,23.58,153716.99,6.67,59.04,2025-11-26,8k-15k
user_842,64,Preparatoria,Empleado formal,21426.28,6344.12,3041.3,12319.3,57.5,6865.05,29.67,77.4,2025-11-26,15k-30k
user_843,60,Preparatoria,Empleado formal,6088.12,3024.36,655.39,3340.39,54.87,0.0,23.45,78.34,2025-11-26,<8k
user_844,33,Secundaria,Freelance/Independiente,17460.33,8899.39,5084.45,2405.77,13.78,0.0,41.59,54.33,2025-11-26,15k-30k
user_845,39,Licenciatura,Freelance/Independiente,15010.67,7313.25,3453.95,3893.67,25.94,1399.87,79.91,45.99,2025-11-26,15k-30k
user_846,63,Licenciatura,Empleado formal,18858.44,6380.0,2264.03,10109.72,53.61,4525.57,35.53,75.43,2025-11-26,15k-30k
user_847,62,Preparatoria,Freelance/Independiente,16357.11,9087.44,2647.5,5349.58,32.7,25254.67,37.36,59.96,2025-11-26,15k-30k
user_848,58,Secundaria,Pensionado,74511.6,23031.57,19159.37,31502.46,42.28,26781.73,93.33,57.73,2025-11-26,>60k
user_849,42,Licenciatura,Empleado formal,8549.11,2297.76,643.58,6575.7,76.92,0.0,66.29,82.06,2025-11-26,8k-15k
user_850,67,Secundaria,Empleado formal,9212.37,4616.44,936.06,3727.8,40.47,0.0,57.22,57.78,2025-11-26,8k-15k
user_851,20,Secundaria,Freelance/Independiente,8636.92,3596.56,653.26,4339.1,50.24,536.4,98.74,57.3,2025-11-26,8k-15k
user_852,69,Licenciatura,Empleado formal,9055.85,4955.22,3027.47,974.13,10.76,8019.27,54.69,31.59,2025-11-26,8k-15k
user_853,39,Preparatoria,Freelance/Independiente,8551.22,3285.28,2679.47,2368.34,27.7,19226.13,0.0,76.04,2025-11-26,8k-15k
user_854,48,Secundaria,Pensionado,30709.02,9485.94,9632.18,12114.96,39.45,3126.78,64.98,67.12,2025-11-26,30k-60k
user_855,54,Posgrado,Empleado formal,36111.01,19599.42,10859.08,5118.25,14.17,1338.28,0.0,56.27,2025-11-26,30k-60k
user_856,39,Preparatoria,Freelance/Independiente,8959.57,3961.19,2547.07,2624.02,29.29,0.0,53.56,54.62,2025-11-26,8k-15k
user_857,44,Posgrado,Empleado formal,7460.3,2359.09,1618.49,3290.63,44.11,4919.44,0.0,51.91,2025-11-26,<8k
user_858,19,Secundaria,Empleado formal,18582.78,9331.05,5106.5,3764.16,20.26,3285.82,25.99,52.43,2025-11-26,15k-30k
user_859,39,Licenciatura,Empleado formal,9076.5,3892.82,575.69,5900.98,65.01,0.0,29.09,84.61,2025-11-26,8k-15k
user_860,34,Preparatoria,Empleado formal,20807.16,9602.7,5566.18,5847.81,28.1,2419.76,16.9,68.95,2025-11-26,15k-30k
user_861,65,Secundaria,Empleado formal,15398.82,6333.76,4962.38,4409.31,28.63,9849.2,29.53,65.85,2025-11-26,15k-30k
user_862,37,Licenciatura,Empleado formal,4623.83,2497.09,1040.94,1654.69,35.79,7211.79,70.98,61.87,2025-11-26,<8k
user_863,41,Licenciatura,Freelance/Independiente,39468.32,21326.59,6912.07,10518.99,26.65,916.24,18.58,70.59,2025-11-26,30k-60k
user_864,62,Secundaria,Empleado formal,46962.95,23400.98,6908.22,17529.9,37.33,886.51,56.35,60.73,2025-11-26,30k-60k
user_865,48,Licenciatura,Empleado formal,8699.74,2495.87,2392.26,2557.13,29.39,0.0,11.03,71.19,2025-11-26,8k-15k
user_866,69,Preparatoria,Empleado formal,10184.36,5536.21,2978.73,1285.04,12.62,0.0,34.32,50.19,2025-11-26,8k-15k
user_867,60,Licenciatura,Empleado formal,16319.33,7912.5,5790.73,2386.58,14.62,0.0,49.72,46.17,2025-11-26,15k-30k
user_868,25,Licenciatura,Empleado formal,16883.97,8339.98,2867.18,5967.67,35.35,1377.77,10.1,59.62,2025-11-26,15k-30k
user_869,22,Secundaria,Freelance/Independiente,21183.57,7987.14,6766.46,6539.33,30.87,0.0,0.65,57.92,2025-11-26,15k-30k
user_870,19,Secundaria,Empleado formal,54564.74,30433.37,13448.82,10599.14,19.42,2004.25,54.76,58.85,2025-11-26,30k-60k
user_871,21,Preparatoria,Freelance/Independiente,11803.33,5947.46,4237.31,1612.56,13.66,0.0,73.69,44.26,2025-11-26,8k-15k
user_872,52,Posgrado,Empleado formal,7640.3,2211.15,1793.44,3146.7,41.19,4445.6,37.63,59.59,2025-11-26,<8k
user_873,51,Preparatoria,Freelance/Independiente,5087.17,1997.85,1176.0,1164.7,22.89,0.0,26.28,63.81,2025-11-26,<8k
user_874,20,Licenciatura,Empleado formal,8009.22,4487.03,2020.38,1865.07,23.29,3935.62,44.67,59.46,2025-11-26,8k-15k
user_875,65,Secundaria,Empleado formal,13053.49,3479.0,4076.09,5845.25,44.78,0.0,41.66,74.96,2025-11-26,8k-15k
user_876,37,Licenciatura,Freelance/Independiente,46919.59,27518.14,18187.99,2005.71,4.27,1504.84,47.29,50.99,2025-11-26,30k-60k
user_877,26,Licenciatura,Empleado formal,9299.09,4535.23,704.38,3664.47,39.41,4832.83,0.0,64.42,2025-11-26,8k-15k
user_878,23,Licenciatura,Freelance/Independiente,15625.38,7359.27,1073.5,7539.02,48.25,2739.27,7.93,73.86,2025-11-26,15k-30k
user_879,64,Posgrado,Freelance/Independiente,13207.02,4552.4,4994.14,3518.63,26.64,0.0,14.64,62.73,2025-11-26,8k-15k
user_880,22,Secundaria,Empleado formal,30695.62,10346.79,7227.48,13716.59,44.69,0.0,44.53,61.46,2025-11-26,30k-60k
user_881,58,Preparatoria,Desempleado,78343.06,45417.07,20777.84,12659.13,16.16,3402.97,45.58,45.79,2025-11-26,>60k
user_882,55,Posgrado,Freelance/Independiente,9213.19,3265.11,2016.29,4037.39,43.82,11264.23,59.09,61.21,2025-11-26,8k-15k
user_883,52,Secundaria,Empleado formal,9484.29,4945.36,785.11,3584.05,37.79,968.35,47.73,78.38,2025-11-26,8k-15k
user_884,48,Licenciatura,Empleado formal,27747.82,10754.85,8846.87,8626.57,31.09,604.69,0.98,62.56,2025-11-26,15k-30k
user_885,30,Licenciatura,Empleado formal,21532.62,6432.63,6708.03,8715.41,40.48,632.86,83.41,70.53,2025-11-26,15k-30k
user_886,43,Licenciatura,Empleado formal,48664.02,12348.51,7742.26,28231.03,58.01,731.58,78.16,67.91,2025-11-26,30k-60k
user_887,39,Preparatoria,Empleado formal,20105.52,8856.28,3160.26,7425.08,36.93,6089.91,2.25,74.46,2025-11-26,15k-30k
user_888,49,Preparatoria,Freelance/Independiente,10388.92,6145.28,3565.94,533.43,5.13,551.68,49.98,53.88,2025-11-26,8k-15k
user_889,32,Licenciatura,Freelance/Independiente,20200.41,7659.95,1521.6,11776.57,58.3,0.0,22.14,83.6,2025-11-26,15k-30k
user_890,28,Secundaria,Freelance/Independiente,29030.22,10886.84,10404.05,8312.57,28.63,6260.07,44.17,62.61,2025-11-26,15k-30k
user_891,33,Licenciatura,Freelance/Independiente,23726.26,8788.97,3317.68,11063.45,46.63,0.0,71.6,75.8,2025-11-26,15k-30k
user_892,64,Preparatoria,Empleado formal,19055.13,8235.44,4907.55,5328.26,27.96,1876.81,103.9,56.24,2025-11-26,15k-30k
user_893,23,Preparatoria,Empleado formal,28188.58,11394.75,10643.95,6787.22,24.08,3748.49,62.54,67.78,2025-11-26,15k-30k
user_894,63,Preparatoria,Freelance/Independiente,30288.0,16899.8,8703.04,4117.34,13.59,3389.96,48.85,40.57,2025-11-26,30k-60k
user_895,28,Posgrado,Empleado formal,35154.62,15008.64,6856.92,13543.71,38.53,2277.68,29.81,68.72,2025-11-26,30k-60k
user_896,69,Preparatoria,Freelance/Independiente,21038.24,8998.38,6129.22,5602.6,26.63,2314.61,45.46,60.75,2025-11-26,15k-30k
user_897,27,Licenciatura,Empleado formal,11884.82,3546.79,2025.09,7121.46,59.92,43586.94,80.79,65.25,2025-11-26,8k-15k
user_898,33,Posgrado,Empleado formal,14804.69,8793.38,2176.89,3449.21,23.3,7872.83,38.66,61.83,2025-11-26,8k-15k
user_899,29,Licenciatura,Empleado formal,31087.35,10491.69,12398.85,8768.49,28.21,0.0,13.42,52.33,2025-11-26,30k-60k
user_900,24,Posgrado,Empleado formal,7541.26,2078.96,2358.73,3196.0,42.38,0.0,0.0,66.61,2025-11-26,<8k
user_901,56,Secundaria,Empleado formal,17293.25,8337.1,4766.92,4315.33,24.95,2692.0,55.39,42.94,2025-11-26,15k-30k
user_902,44,Licenciatura,Empleado formal,10144.26,4649.91,1768.67,2740.53,27.02,0.0,47.42,69.68,2025-11-26,8k-15k
user_903,41,Preparatoria,Empleado formal,13631.27,5388.45,916.11,6225.25,45.67,1128.36,20.62,69.15,2025-11-26,8k-15k
user_904,67,Licenciatura,Empleado formal,32693.0,13004.21,1990.02,17588.49,53.8,29210.86,70.78,84.97,2025-11-26,30k-60k
user_905,32,Licenciatura,Empleado formal,15271.89,8014.27,3725.78,3655.29,23.93,1593.29,27.35,64.85,2025-11-26,15k-30k
user_906,23,Preparatoria,Empleado formal,13801.13,4395.65,4370.98,4471.9,32.4,29826.05,35.96,65.7,2025-11-26,8k-15k
user_907,36,Preparatoria,Desempleado,5156.95,2769.74,1227.78,615.08,11.93,670.46,39.5,47.91,2025-11-26,<8k
user_908,25,Licenciatura,Empleado formal,22524.92,10745.77,7754.76,4305.13,19.11,842.05,29.47,49.28,2025-11-26,15k-30k
user_909,69,Secundaria,Empleado formal,20990.79,8325.77,1295.12,11651.33,55.51,1979.35,47.08,76.71,2025-11-26,15k-30k
user_910,64,Licenciatura,Freelance/Independiente,60735.18,24920.25,10832.92,24913.14,41.02,0.0,74.55,62.55,2025-11-26,>60k
user_911,53,Secundaria,Desempleado,10770.38,3660.06,1432.19,6068.23,56.34,9024.56,5.73,68.21,2025-11-26,8k-15k
user_912,67,Posgrado,Empleado formal,15574.73,7993.57,3216.89,3777.17,24.25,5120.08,54.66,46.03,2025-11-26,15k-30k
user_913,30,Preparatoria,Empleado formal,15907.86,6832.52,1198.37,7699.0,48.4,1808.81,45.16,62.97,2025-11-26,15k-30k
user_914,50,Licenciatura,Empleado formal,40304.46,14602.27,15474.74,11051.39,27.42,2540.26,44.61,71.99,2025-11-26,30k-60k
user_915,49,Secundaria,Empleado formal,12497.62,5731.63,1601.44,5198.71,41.6,2032.71,66.16,79.67,2025-11-26,8k-15k
user_916,45,Preparatoria,Freelance/Independiente,16241.34,9720.56,6054.9,529.04,3.26,994.67,41.48,48.92,2025-11-26,15k-30k
user_917,57,Preparatoria,Pensionado,20445.69,8226.16,4069.97,9302.53,45.5,1027.05,54.41,68.35,2025-11-26,15k-30k
user_918,68,Preparatoria,Freelance/Independiente,15223.97,8711.79,6012.45,-199.94,-1.31,10233.9,61.48,40.83,2025-11-26,15k-30k
user_919,66,Secundaria,Pensionado,9774.15,3623.82,2384.11,4164.44,42.61,0.0,24.87,62.28,2025-11-26,8k-15k
user_920,27,Licenciatura,Empleado formal,15303.9,4119.14,5751.08,6265.67,40.94,20760.98,48.98,75.17,2025-11-26,15k-30k
user_921,50,Secundaria,Desempleado,28326.19,9106.44,1469.34,17587.98,62.09,1975.16,32.48,90.91,2025-11-26,15k-30k
user_922,18,Licenciatura,Empleado formal,6512.24,2582.39,2031.06,2328.61,35.76,0.0,36.02,58.02,2025-11-26,<8k
user_923,38,Preparatoria,Empleado formal,14662.94,4792.91,5367.63,4011.39,27.36,7242.42,30.34,60.06,2025-11-26,8k-15k
user_924,22,Preparatoria,Freelance/Independiente,8183.83,2046.61,809.4,4984.45,60.91,0.0,54.13,71.89,2025-11-26,8k-15k
user_925,18,Preparatoria,Empleado formal,30838.91,17585.91,2579.49,10865.99,35.23,11397.61,42.45,60.42,2025-11-26,30k-60k
user_926,38,Licenciatura,Empleado formal,4599.8,2508.54,913.52,1577.02,34.28,5443.74,51.84,70.23,2025-11-26,<8k
user_927,42,Preparatoria,Freelance/Independiente,9034.04,4605.57,3403.91,1585.03,17.55,10984.45,39.47,45.62,2025-11-26,8k-15k
user_928,37,Secundaria,Empleado formal,17396.92,5371.04,4172.4,8638.29,49.65,380.01,0.0,78.09,2025-11-26,15k-30k
user_929,62,Preparatoria,Empleado formal,39969.3,11676.12,9377.19,18882.27,47.24,0.0,40.94,74.62,2025-11-26,30k-60k
